id	birthdate	gender_id	country_id
7505997	1957-01-30	3	1
7506205	1970-03-03	1	1
7294363	1975-05-15	1	1
7311817	1977-07-07	3	1
7318891	1971-01-09	1	1
7486973	1958-06-01	3	1
7488762	1995-11-27	3	1
7478228	1979-08-12	3	3
7479518	1980-06-09	3	2
7480761		3	1
7453720	1966-03-26	1	1
7491805	1987-07-26	3	1
7499968	1957-02-21	1	1
7329001	1960-01-27	3	1
7464420	1971-05-30	3	1
7467101	1998-09-28	1	1
7479269	1944-11-19	3	1
7490786	1965-04-10	3	1
7496390	1947-03-04	3	1
7485509	1960-12-17	3	1
7488911	1998-12-28	1	1
7490329	1973-06-25	3	1
7501579	1957-08-02	3	1
7499669	1991-06-05	1	1
7501294	1975-01-17	3	1
7503599	1961-02-12	3	2
7506221	1988-11-12	3	1
7517047	1975-08-02	3	4
7473110	1965-06-02	1	4
7475559	1986-08-14	1	1
7476163	1950-10-12	1	4
7522647	1963-09-05	3	1
7523738	1977-05-05	3	1
7523737	1947-06-25	1	1
7524083	1969-12-06	3	1
7482251	1960-03-05	1	1
7484341	1998-10-12	3	1
7527111	1987-06-29	3	1
7528282	1944-04-24	3	1
7181227	1978-04-14	1	1
7261343	1953-03-05	3	3
7527973	1991-08-15	3	1
7528157	1957-07-13	1	1
7492076	1955-09-18	3	1
7500147	1978-07-24	1	1
7501290	1958-04-14	3	1
7502072	1998-08-11	3	2
7501479	1947-08-10	3	1
7502785	1963-03-26	3	1
7504014	1955-05-26	3	3
7504545	1972-07-09	1	1
7531726	1966-11-30	3	1
7534652	1957-12-04	3	1
7534901	1968-06-09	1	2
7377853	1944-07-01	3	1
7386997	1983-09-15	3	1
7388810	1957-10-20	1	1
7541080	1952-06-19	3	1
7541181	1974-06-23	3	1
7543044	1973-11-01	3	1
7391133	1981-07-29	3	2
7549633	1977-01-17	1	1
7550692	1947-07-15	3	1
7508107	1966-07-13	3	1
7512983		3	3
7513528	1989-02-27	1	1
7515029	1966-11-18	1	1
7515412	2001-01-31	3	2
7420331	1963-01-22	3	1
7511672	1998-09-24	3	1
7513376	1983-04-01	1	1
7422195	1974-05-22	1	1
7438774	1958-04-27	3	1
7555345	1986-07-04	1	1
7555744	1979-07-25	1	2
7414769	1987-08-01	3	1
7420709	1998-05-18	3	1
7422083		3	1
7424912	1984-11-05	1	1
7425079	1978-10-10	1	1
7447283	1957-02-05	3	1
7429407	1952-02-02	3	1
7433090	1964-01-11	3	1
7461249	1995-05-29	1	1
7463389	1954-08-13	3	2
7448801	1947-07-27	3	1
7453152	1946-04-13	1	1
7508007	1956-04-09	3	3
7467139	1953-01-15	1	1
7472111	1945-04-02	3	1
7517769	1972-06-07	3	1
7518765	1952-12-25	1	1
7519189	1977-04-15	3	1
7519035	1973-10-13	3	1
7520293	1959-03-17	3	3
7539875	1968-12-10	3	1
7540228	1966-07-09	3	2
7541069	1977-06-17	3	1
7542055	1955-12-27	1	4
7479000	1968-08-19	3	1
7480002	1958-04-05	3	4
7480734	1992-02-08	1	1
7544460	1956-06-28	3	1
7544585	1977-09-12	3	2
7520597	1962-02-24	1	1
7521417	1955-05-27	3	2
7524101	1950-02-23	3	1
7525842	1974-10-26	3	1
7453761	1979-03-09	3	1
7521512	1944-07-20	1	2
7522636	1997-08-04	3	1
7482017	1956-09-07	1	3
7484190	1958-08-28	3	1
7485190	1965-11-14	3	1
7526089	1977-03-14	3	2
7526769	1984-02-24	3	1
7528111	1967-11-19	1	1
7531668	1987-08-07	1	1
7531937	1993-10-07	1	2
7468119	1970-07-15	3	4
7472152	1960-10-17	3	1
7525969	1973-04-05	1	2
7528060	1947-06-15	3	1
7523519		1	3
7529859	1949-07-04	3	1
7532051	1979-12-06	1	2
7535206	1983-03-03	3	4
7537154	1940-11-29	3	1
7477427	1980-04-19	3	1
7481562	1949-07-16	3	4
7544246	1982-06-22	3	1
7544531	1957-11-26	3	2
7545785	1977-05-09	1	1
7552630	1961-03-22	1	1
7550760	1987-07-22	3	1
7552769	1956-10-16	3	1
7552933	1975-01-31	1	2
7555401	1978-04-24	3	1
7556777	1987-08-30	3	1
7557744	1968-03-30	3	1
7561565	1995-04-11	1	1
7567366	1970-05-24	3	2
7569838	1982-03-19	3	1
7569877	1973-01-25	3	1
7570492	1956-11-04	1	3
7570960	1984-03-18	3	1
7571558	1999-01-31	1	2
7307284	1945-01-26	1	3
7325714	1983-11-30	1	2
7572625	1947-10-12	3	1
7574929	1950-12-18	3	1
7575809	1951-03-18	3	1
7339858	1988-07-06	1	4
7354472	1986-03-20	1	1
7579877	1956-02-07	3	3
7581502	1964-12-04	3	1
7581695	1981-10-10	3	1
7583802	1972-10-03	3	1
7569410	1972-07-28	1	1
7570777	1938-05-17	3	1
7570954	1971-04-07	1	1
7534476	1971-08-17	3	1
7537166	1947-06-18	3	1
7537306	1978-03-23	3	1
7587557	1959-12-24	3	4
7531435	1994-06-03	3	1
7539932	1960-05-23	3	1
7541446	1993-06-01	1	1
7541911	1988-04-22	1	4
7544454	1984-09-16	1	1
7501380	1992-01-23	3	1
7501473	1954-08-21	1	1
7590587	1973-12-04	1	1
7709261	1949-11-04	1	1
7746647	1965-11-12	1	1
7792590	1965-05-16	1	1
7535222	1983-11-14	1	4
7538849	1971-03-02	3	2
7539640	1960-11-21	3	1
7541175	1986-03-23	1	1
7547064	1971-04-18	1	1
7549634	1955-08-31	3	1
7549723	1997-07-02	3	1
7558262	1985-09-29	1	1
7559561	1981-05-14	1	1
7561807	1989-10-11	3	2
7563627	1979-03-20	1	4
7564028	1979-06-29	3	1
7890426	1977-03-13	1	1
7490544	1968-08-22	3	1
7495344	1982-08-23	3	1
7496644	1982-09-29	3	1
7510184	1952-08-11	3	1
7514360	1976-12-14	1	4
7515509	1957-10-22	3	2
7518874	1980-01-14	3	1
7519286	1985-07-16	3	1
7520064	1987-06-27	3	4
7520565	1979-10-06	3	1
7521510	1966-09-22	1	2
7496767	1965-06-06	3	1
7499329	1973-12-30	3	3
7501553	1996-08-19	3	1
7555339	1957-06-28	1	1
7557800	1950-04-02	3	1
7558310	1949-10-16	1	1
7559077	1979-04-10	3	1
7559122	1979-12-10	3	1
7579091	1967-06-28	1	1
7580373	1958-10-08	1	1
7561702	1950-12-19	3	2
7562868	1998-04-13	1	1
7585973	1962-12-18	3	1
7587272	1963-01-01	1	1
7568696	1981-09-28	1	2
7570859	1957-06-25	1	1
7570937	1979-03-02	3	1
7570966	1981-02-20	1	1
7572002	1944-09-25	1	3
7517546	1981-11-17	1	1
7521101	1992-03-19	3	1
7572463	1937-07-29	1	1
7574098	1983-06-02	1	1
7575599	1993-04-26	3	3
7575827		1	1
7576045	1979-05-27	3	1
7576762	1978-07-04	3	2
7523228	1961-06-11	1	4
7543075	1983-10-24	3	2
7532703	1970-03-26	3	1
7585390	1964-01-27	3	2
7548880	1961-02-01	1	3
7587150	1978-01-22	1	1
7588716	1950-11-05	3	2
7537525	1978-06-21	1	1
7537738	1970-10-26	1	2
7540451	1966-03-25	3	4
7554266	1964-10-07	1	2
7555222	1979-06-21	1	1
7589289	1978-06-09	3	1
7591873	1969-07-10	3	1
7558188	1994-03-18	3	1
7558283	1987-05-18	1	1
7558469	1987-01-04	1	2
7550147	1982-12-04	1	4
7550849	1972-12-10	1	1
7717084	1946-06-15	1	2
7774530	1969-03-29	1	1
7868543	1957-01-25	1	3
7554390	1999-01-26	1	2
7963333	1968-08-02	3	3
8039321	1964-01-26	1	1
7569375	1988-12-23	3	1
7571134	1980-06-02	3	1
7522206		1	1
7528163	1973-12-28	1	1
7572666	1972-08-26	3	1
7572749	1978-08-20	1	1
7574964	1967-12-17	1	1
8106047	1961-12-24	3	1
8158010	1942-10-31	3	1
7530491	1974-03-02	3	4
8186736	1946-07-06	1	2
8188649	1942-07-29	3	1
8209030	1951-11-03	1	1
8209065	1946-02-06	3	1
8216791	1963-04-24	1	2
7561139	1950-04-05	1	1
7562892	1959-11-07	3	1
8137148	1949-10-11	1	1
8171398	1946-08-13	1	1
7568692	1973-02-26	3	2
8220000	1979-02-28	3	2
8256627	1973-03-11	3	1
8278326	1962-10-25	1	1
8288669	1957-04-03	1	1
7538822	1989-08-28	1	2
7539953	1960-09-28	1	1
7558911	1983-05-07	3	3
8210412	1951-11-03	1	1
8251328	1974-09-13	1	4
8393924	2001-01-31	3	3
7581366	1952-11-16	3	1
8296680	1967-03-23	3	1
8338572	1982-07-07	3	2
7583910	1984-12-20	1	1
8430131	1957-09-28	1	2
8482738	1944-03-08	1	1
7587375	1956-05-02	3	2
7683462	1977-07-30	3	2
7569417	1952-03-14	1	1
7571057	1949-04-22	1	1
7563088	1991-05-05	3	1
7564589	1949-05-13	1	1
7566262	1981-04-30	3	2
8679160	1952-05-16	3	1
8709985	1983-09-25	3	4
8757251	1963-02-15	1	1
8757576	1976-04-14	3	4
7574834	1978-09-21	3	1
7574913	1999-06-17	3	1
8829611	1966-03-15	3	2
7568109	1986-06-14	1	1
7568204	1966-01-21	3	1
7569553	1981-12-27	3	1
7569648	1958-10-19	1	1
7570569	1969-04-12	1	3
7543199	1942-07-19	3	2
7546142	1948-01-17	1	2
8925852	1997-07-16	1	1
7574928	1986-09-12	3	1
2453753	1952-02-27	3	4
2726052	1971-03-21	3	1
2869838	1944-01-12	1	1
7575775	1974-09-09	3	1
7576235	1998-08-21	1	1
7865742	1972-12-29	3	1
8060172	1957-04-20	3	2
8096504	1972-01-07	3	1
8483374	1951-06-13	3	1
8507085	1965-10-30	3	1
8542430	1949-02-14	3	1
7552608	1984-06-17	1	1
7557305	1971-11-11	3	4
7582085	1987-09-23	3	2
7582295	1967-06-24	3	4
7583559	1958-03-06	3	4
7585081	1965-09-12	3	1
8139965	1968-02-25	3	1
8145435	1964-09-06	1	1
7586887	1976-10-09	1	1
8170383	1972-07-01	3	2
7581759	1981-02-03	3	1
7583338	1955-09-22	3	2
7583494	1979-12-20	3	4
8670698	1983-07-20	3	1
8688352	1966-03-14	1	1
8722964	1951-02-10	1	1
4053346	1992-01-05	3	1
7589386	1996-12-01	1	1
7593328	1975-11-16	3	1
7584211	1990-01-30	3	1
7584708		3	3
7586715	1961-11-08	3	1
7586844	1969-03-16	3	1
4131604	1969-01-10	3	2
7623507	1949-01-07	1	1
4776429	1975-12-23	3	1
4822937	1975-10-03	1	2
4923544	1977-03-26	3	1
5010292	1988-09-24	3	1
5047795	1966-08-15	3	1
5353654	1973-11-12	1	2
5517057	1939-06-25	1	1
7945994	1955-01-14	1	1
7962579	1943-07-30	1	2
7969240	1975-01-10	3	1
5581654	1953-02-09	1	1
7588988	1986-07-12	3	4
7589379	1987-07-16	3	1
7590215	1967-01-07	3	4
7611803	1969-11-07	3	1
7657556	1953-05-25	1	3
7779472	1963-02-26	1	1
7876597	1948-08-13	3	1
7878175	1980-12-12	3	3
7904838	1947-10-25	1	2
7557891	1959-01-14	3	1
7558033	1959-05-14	3	1
7559501	1987-05-08	1	1
7559736	1989-12-06	3	1
7559805	1982-12-26	3	1
7559837	1955-09-06	3	1
7560453	1973-10-09	1	4
8043400	1968-11-09	1	1
8063809	1944-07-11	1	1
8066536	1988-09-10	3	1
8074535	1978-01-29	3	4
8105566	1965-01-01	3	1
8114549	1950-02-01	1	2
8137705	1953-05-30	1	1
8822127	1980-04-04	3	4
8850295	1954-06-10	3	3
7564965	1988-12-29	3	2
8868042	1985-02-09	1	1
8873101	1968-08-29	1	1
8897548	1977-03-22	1	4
8929655	1963-07-16	3	1
7567363	1936-10-02	1	2
7568235	1994-05-04	1	1
7569400	1976-06-07	1	1
7910328	1954-05-22	3	1
7948975	1980-06-01	3	1
8309592	1963-04-04	1	1
8310551	1964-12-14	1	1
8317641	1992-07-22	3	4
8337309	1947-08-09	1	1
8369853	1989-06-07	3	1
5850082	1977-06-08	3	1
8376223	1952-12-05	3	1
8395699	1977-08-04	3	4
8448946	1968-03-04	3	1
8482457	1982-01-09	1	1
7917767	1971-07-23	1	2
7931787	1970-09-13	3	1
7933432	1958-11-05	1	3
5871274	1988-02-29	1	1
8050761	1953-12-27	3	1
8083938	1978-08-12	1	1
8140294	1956-06-18	1	2
8141588	1968-08-27	3	1
8181378	1970-08-08	3	2
8182748	1950-06-17	1	1
8190586	1948-10-27	1	1
8959860	1970-10-31	1	1
8964441	1967-10-02	3	1
1917359	1971-07-04	3	1
2102408	1967-12-12	1	1
2351132	1967-02-19	3	1
8216131	1952-10-29	1	1
8563120	1957-01-21	3	1
8590063	1953-08-02	3	2
8661168	1967-05-30	3	1
8667921	1971-05-14	3	3
8673095	1947-03-28	3	2
8691611	1960-02-22	3	2
8243102	1976-10-01	3	1
8258514	1955-12-03	3	3
8292057	1944-08-26	1	2
8298328	1969-08-03	3	1
3182820	1962-12-30	3	1
3737998	1955-01-24	3	1
3827227	1951-09-09	3	1
4100705	1949-11-26	3	1
4241202	1962-09-24	1	1
4246258	1976-07-22	3	2
4498545	1948-09-27	3	1
4595232	1957-10-29	3	1
4749665	1971-05-23	1	1
4955081	1948-06-30	1	1
7575031	1977-08-14	3	1
7575213	1957-06-29	3	1
5480275	1965-05-21	3	1
5526648	1980-01-01	1	1
7578469	1957-06-04	3	4
7581697	1957-05-31	1	1
7581788	1984-05-22	1	1
7582110	1988-11-10	1	2
8768051	1948-05-04	1	2
8846023	1951-05-16	1	1
8876654	1955-04-23	1	1
8876890	1957-06-18	3	1
5808155	1963-11-11	1	2
7583880	1947-07-12	1	1
7585182	1941-08-02	1	1
6134929	1983-11-17	1	1
6239080	1981-01-31	3	1
8960711	1974-08-14	3	1
2160407	1972-05-15	3	2
8252215	1953-05-03	1	2
8253085	1964-11-26	3	1
8266195	1969-06-08	3	2
8270187	1952-04-23	3	1
8277744	1950-06-25	3	1
6245361	1964-11-24	3	1
6248902	1985-02-27	3	3
6342362	1970-05-05	3	1
3968189	1948-11-29	1	2
4190778	1968-02-02	1	1
4225953	1964-07-19	1	1
7588649	1986-05-18	3	2
7589523	1960-04-17	3	1
4620782	1960-06-09	1	1
4776359	1981-10-10	1	1
5228348	1942-07-30	1	1
5304807	1946-05-09	1	2
5480758	1975-08-16	1	1
5633667	1962-10-18	1	2
5654444	1978-08-30	3	1
5834922	1983-10-29	3	1
6029911	1950-04-12	1	1
8326943	1963-11-15	1	1
8328107	1949-06-18	1	1
8331046	1972-08-31	3	1
8332802	1960-04-19	1	4
6439484	1968-05-24	1	1
7884426	1981-07-28	3	1
7912356	1974-11-28	1	1
8417713	1963-03-17	3	1
8427671	1973-04-04	3	1
8435612	1940-02-15	3	4
8439213	1974-12-22	3	1
8305046	1970-10-09	1	1
8313217	1982-09-02	3	1
8318588	1965-10-28	3	1
6594901	1978-03-17	1	3
6646409	1967-06-26	3	2
8367747	1965-09-21	3	1
6700064	1985-05-12	1	1
8515300	1983-09-20	1	1
8575113	1967-10-10	1	4
8603394	1966-12-21	3	1
8649938	1945-09-26	3	2
5730171	1953-09-23	3	3
8662462	1976-11-16	3	1
8663062	1972-07-16	3	4
8815937	1980-01-30	1	1
7955292	1975-06-03	1	1
7995524	1946-07-06	3	3
7999120	1970-08-24	3	3
8006415	1972-02-25	3	1
6792763	1987-10-08	3	3
6794066	1956-11-06	3	2
6813598	1967-12-05	1	1
6824880	1953-01-10	3	1
6872955	1970-02-26	3	1
8037227	1954-02-10	3	4
8075911	1967-06-04	3	1
8116026	1949-02-10	3	1
6011754	1963-12-08	1	1
7008559	1965-10-18	3	2
7016049	1986-06-22	3	2
8769266	1969-08-20	1	1
8796441	1960-07-31	3	1
8799425	1959-09-16	3	1
6165324	1957-01-16	1	1
6270930	1949-05-25	3	1
6283888	1976-06-01	3	1
6286730	1993-08-21	1	1
8135761	1969-08-02	3	1
8898231	1973-10-31	1	1
6075052	1944-05-13	1	2
6092624	1953-09-15	1	4
6143601	1962-03-19	3	4
6170138	1945-03-01	3	2
8874051	1957-09-13	1	1
8897678	2001-01-31	1	2
8212328	1964-06-21	3	2
8233227	1957-10-14	1	1
8337280	1965-01-06	3	1
8372007	1968-08-28	1	4
8907925	1973-03-24	3	2
8909350	1950-08-24	1	4
6314985	1961-01-23	1	1
6368358	1964-10-24	1	1
8204188	1943-11-14	3	1
8209105	1959-11-21	3	1
8209698	1950-12-19	1	2
8233549	1978-09-11	3	1
6390380	1978-08-09	3	1
6429226	1983-10-04	1	1
6327263	1962-10-17	3	1
6345494	1943-08-27	3	2
3079457	1963-12-08	1	1
3332495	1969-03-18	3	1
6401909	1959-04-26	3	2
8265128	1946-11-24	1	3
8275366	1975-10-03	1	1
6455197	1965-07-22	1	1
6477657	1995-09-13	3	1
6529810	1967-10-14	3	1
6533773	1995-03-18	3	1
8306094	2001-01-31	1	2
8328886	1954-05-15	1	2
8405469	1973-01-07	1	4
8441565	1993-08-28	3	1
8518438	1983-08-31	1	1
8533231	1948-07-16	1	1
8572917	1964-05-10	3	1
8547611	1962-09-14	1	2
8611421	1974-10-20	1	1
6571168	1979-01-19	1	2
6582399	1974-04-07	3	1
6649323	1977-03-08	1	1
8641989	1946-05-29	3	1
8662422	1963-09-17	1	1
8710946	1982-01-11	3	1
4109443	1958-11-05	3	1
4353631	1955-10-19	3	1
4408109	1964-04-28	1	1
4438058	1962-10-23	3	3
8723818	1967-07-30	3	1
8773572	1963-12-14	3	3
8768346	1948-11-09	1	2
8812671	1973-09-21	3	4
8944861	1976-04-30	3	4
2667537	1970-08-19	1	1
3207705	1977-03-26	3	1
6506584	1974-01-22	3	1
6538023	1954-12-09	1	1
6585067	1969-03-17	3	1
6812163	1981-08-28	1	2
6639485	1959-11-26	1	3
4897804	1967-11-26	3	1
4930213	1948-07-29	1	1
4970684	1953-06-29	1	1
6927107	1952-05-08	1	1
6948633	1948-04-06	1	2
6963932	1936-11-18	1	1
6804589	1956-03-14	3	1
6840316	1962-11-24	3	1
8940056	1970-09-17	3	4
6934735	1952-05-08	3	1
6951245	1969-03-21	1	1
6977584	1985-04-19	1	1
1900388	1953-04-23	1	1
1950173	1964-08-13	1	1
2045944	1959-06-01	1	3
2440998	1961-07-12	3	1
6972346	1975-05-28	3	1
7002317	1977-12-08	3	1
7005181	1964-10-30	1	1
7057589	1978-07-26	3	1
7080601	1979-08-15	3	1
7088304	1949-09-13	3	3
7046401	1966-01-27	3	1
7049273	1958-11-26	3	1
7071833	1965-02-19	3	1
7080414	1972-05-01	1	3
7096097	1967-06-06	1	1
7110821	1969-05-17	3	1
7132483	1971-07-07	3	1
4038921	1953-01-20	1	1
4386671	1962-02-14	3	1
4433688	1968-10-29	1	2
4522453	1975-03-09	3	1
7366217	1966-10-09	3	3
7116622	1981-07-26	3	1
5139981	1949-04-26	1	1
5450729	1975-04-12	3	1
8836705	1982-09-20	3	1
